NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR
062271003145,0622710,Lomita Math/Science/Technology Magnet,06,2211 247th St.,Lomita,CA,90717,06,06037,Los Angeles County,21,33.801151,-118.320428,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06066,06026,2019-2020
062271003146,0622710,Jack London Continuation,06,12924 Oxnard St.,Van Nuys,CA,91401,06,06037,Los Angeles County,11,34.176777,-118.415225,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06046,06018,2019-2020
062271003147,0622710,Lorena Street Elementary,06,1015 S. Lorena St.,Los Angeles,CA,90023,06,06037,Los Angeles County,11,34.025889,-118.2031,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
062271003148,0622710,Loreto Street Elementary,06,3408 Arroyo Seco Ave.,Los Angeles,CA,90065,06,06037,Los Angeles County,11,34.086704,-118.216408,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
062271003150,0622710,Lorne Street Elementary,06,17440 Lorne St.,Northridge,CA,91325,06,06037,Los Angeles County,11,34.216706,-118.513576,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06046,06027,2019-2020
062271003151,0622710,Los Angeles Senior High,06,4650 W. Olympic Blvd.,Los Angeles,CA,90019,06,06037,Los Angeles County,11,34.05586,-118.332038,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
062271003152,0622710,Los Feliz Science/Tech/Engineer/Math/Medicine Magnet,06,1740 N. New Hampshire Ave.,Los Angeles,CA,90027,06,06037,Los Angeles County,11,34.102845,-118.293043,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06043,06024,2019-2020
062271003153,0622710,Loyola Village Fine And Performing Arts Magnet,06,8821 Villanova Ave.,Los Angeles,CA,90045,06,06037,Los Angeles County,11,33.957702,-118.420477,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06026,2019-2020
062271003155,0622710,Charles Maclay Middle,06,12540 Pierce Ave.,Pacoima,CA,91331,06,06037,Los Angeles County,11,34.271345,-118.405609,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
062271003156,0622710,James Madison Middle,06,13000 Hart St.,North Hollywood,CA,91605,06,06037,Los Angeles County,11,34.196289,-118.416262,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06046,06018,2019-2020
062271003157,0622710,Magnolia Avenue Elementary,06,1626 S. Orchard Ave.,Los Angeles,CA,90006,06,06037,Los Angeles County,11,34.043495,-118.288003,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
062271003158,0622710,Main Street Elementary,06,129 E. 53rd St.,Los Angeles,CA,90011,06,06037,Los Angeles County,11,33.994734,-118.273061,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06059,06030,2019-2020
062271003159,0622710,Malabar Street Elementary,06,3200 E. Malabar St.,Los Angeles,CA,90063,06,06037,Los Angeles County,11,34.04426,-118.194461,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
062271003160,0622710,Manchester Avenue Elementary,06,661 W. 87th St.,Los Angeles,CA,90044,06,06037,Los Angeles County,11,33.95888,-118.285869,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
062271003161,0622710,Manhattan Place Elementary,06,1850 W. 96th St.,Los Angeles,CA,90047,06,06037,Los Angeles County,11,33.948449,-118.310721,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06030,2019-2020
062271003163,0622710,Manual Arts Senior High,06,4131 S. Vermont Ave.,Los Angeles,CA,90037,06,06037,Los Angeles County,11,34.008327,-118.292169,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
062271003164,0622710,Mar Vista Elementary,06,3330 Granville Ave.,Los Angeles,CA,90066,06,06037,Los Angeles County,11,34.016088,-118.434398,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
062271003165,0622710,Marianna Avenue Elementary,06,4215 E. Gleason St.,Los Angeles,CA,90063,06,06037,Los Angeles County,21,34.035463,-118.174631,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06051,06024,2019-2020
062271003166,0622710,Marina del Rey Middle,06,12500 Braddock Dr.,Los Angeles,CA,90066,06,06037,Los Angeles County,11,33.98764,-118.420788,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06062,06026,2019-2020
062271003167,0622710,Mark Twain Middle,06,2224 Walgrove Ave.,Los Angeles,CA,90066,06,06037,Los Angeles County,11,34.000073,-118.447827,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06062,06026,2019-2020
062271003168,0622710,Edwin Markham Middle,06,1650 E. 104th St.,Los Angeles,CA,90002,06,06037,Los Angeles County,11,33.941157,-118.245817,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
062271003170,0622710,Marquez Charter,06,16821 Marquez Ave.,Pacific Palisades,CA,90272,06,06037,Los Angeles County,11,34.045734,-118.547722,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06050,06026,2019-2020
062271003171,0622710,John Marshall Senior High,06,3939 Tracy St.,Los Angeles,CA,90027,06,06037,Los Angeles County,11,34.108046,-118.277407,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06043,06024,2019-2020
062271003172,0622710,Marvin Elementary,06,2411 Marvin Ave.,Los Angeles,CA,90016,06,06037,Los Angeles County,11,34.035753,-118.364004,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
062271003174,0622710,Mayall Street Elementary,06,16701 Mayall St.,North Hills,CA,91343,06,06037,Los Angeles County,11,34.254424,-118.496362,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06046,06018,2019-2020
062271003175,0622710,Mayberry Street Elementary,06,2414 Mayberry St.,Los Angeles,CA,90026,06,06037,Los Angeles County,11,34.084215,-118.265001,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06051,06024,2019-2020
062271003177,0622710,McKinley Avenue Elementary,06,7812 McKinley Ave.,Los Angeles,CA,90001,06,06037,Los Angeles County,11,33.967957,-118.260425,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06059,06030,2019-2020
062271003178,0622710,Melrose Avenue Elementary,06,731 N. Detroit St.,Los Angeles,CA,90046,06,06037,Los Angeles County,11,34.084236,-118.345393,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06050,06026,2019-2020
062271003179,0622710,Melvin Avenue Elementary,06,7700 Melvin Ave.,Reseda,CA,91335,06,06037,Los Angeles County,11,34.209672,-118.560044,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
062271003180,0622710,Menlo Avenue Elementary,06,4156 Menlo Ave.,Los Angeles,CA,90037,06,06037,Los Angeles County,11,34.007784,-118.289686,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
062271003181,0622710,Metropolitan Continuation,06,727 S. Wilson St.,Los Angeles,CA,90021,06,06037,Los Angeles County,11,34.033712,-118.234289,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
062271003182,0622710,Meyler Street Elementary,06,1123 W. 223rd St.,Torrance,CA,90502,06,06037,Los Angeles County,21,33.825226,-118.295706,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06066,06035,2019-2020
062271003183,0622710,Micheltorena Street Elementary,06,1511 Micheltorena St.,Los Angeles,CA,90026,06,06037,Los Angeles County,11,34.089228,-118.27522,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06051,06024,2019-2020
062271003184,0622710,Middleton Street Elementary,06,6537 Malabar St.,Huntington Park,CA,90255,06,06037,Los Angeles County,21,33.980101,-118.228015,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06053,06033,2019-2020
062271003185,0622710,Miles Avenue Elementary,06,6720 Miles Ave.,Huntington Park,CA,90255,06,06037,Los Angeles County,21,33.977907,-118.218676,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06053,06033,2019-2020
062271003186,0622710,Loren Miller Elementary,06,830 W. 77th St.,Los Angeles,CA,90044,06,06037,Los Angeles County,11,33.969433,-118.288337,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
062271003187,0622710,Robert A. Millikan Affiliated Charter & Perf Arts Magnet Mid,06,5041 Sunnyslope Ave.,Sherman Oaks,CA,91423,06,06037,Los Angeles County,11,34.16277,-118.427765,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06046,06018,2019-2020
062271003188,0622710,Miramonte Elementary,06,1400 E. 68th St.,Los Angeles,CA,90001,06,06037,Los Angeles County,21,33.978106,-118.249876,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06059,06033,2019-2020
062271003189,0622710,Mission Continuation,06,11015 O'Melveny Ave.,San Fernando,CA,91340,06,06037,Los Angeles County,11,34.270295,-118.440196,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
062271003190,0622710,Moneta Continuation,06,17951 S. Budlong Ave.,Gardena,CA,90248,06,06037,Los Angeles County,11,33.867302,-118.294725,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06066,06035,2019-2020
062271003191,0622710,John B. Monlux Elementary,06,6051 Bellaire Ave.,North Hollywood,CA,91606,06,06037,Los Angeles County,11,34.181071,-118.409985,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06046,06018,2019-2020
062271003193,0622710,James Monroe High,06,9229 Haskell Ave.,North Hills,CA,91343,06,06037,Los Angeles County,11,34.238367,-118.477102,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06046,06018,2019-2020
062271003195,0622710,Monte Vista Street Elementary,06,5423 Monte Vista St.,Los Angeles,CA,90042,06,06037,Los Angeles County,11,34.110543,-118.198484,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
062271003197,0622710,Monterey Continuation,06,466 S. Fraser St.,Los Angeles,CA,90022,06,06037,Los Angeles County,21,34.028351,-118.158732,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06051,06024,2019-2020
062271003198,0622710,Morningside Elementary,06,576 N. Maclay Ave.,San Fernando,CA,91340,06,06037,Los Angeles County,21,34.288345,-118.433786,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
062271003199,0622710,Mountain View Elementary,06,6410 Olcott St.,Tujunga,CA,91042,06,06037,Los Angeles County,11,34.248559,-118.272476,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06039,06025,2019-2020
062271003200,0622710,Mt. Gleason Middle,06,10965 Mt. Gleason Ave.,Sunland,CA,91040,06,06037,Los Angeles County,11,34.26884,-118.303816,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06039,06025,2019-2020
062271003201,0622710,Mt. Lukens Continuation,06,7705 Summitrose St.,Tujunga,CA,91042,06,06037,Los Angeles County,11,34.259931,-118.300484,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06039,06025,2019-2020
062271003202,0622710,Johnnie Cochran Jr. Middle,06,4066 W. Johnnie Cochran Vista,Los Angeles,CA,90019,06,06037,Los Angeles County,11,34.042397,-118.326891,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
062271003203,0622710,Mt. Washington Elementary,06,3981 San Rafael Ave.,Los Angeles,CA,90065,06,06037,Los Angeles County,11,34.105257,-118.215644,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
062271003204,0622710,John Muir Middle,06,5929 S. Vermont Ave.,Los Angeles,CA,90044,06,06037,Los Angeles County,11,33.986548,-118.292308,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
062271003205,0622710,William Mulholland Middle,06,17120 Vanowen St.,Lake Balboa,CA,91406,06,06037,Los Angeles County,11,34.193285,-118.505348,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06046,06027,2019-2020
062271003206,0622710,Multnomah Street Elementary,06,2101 N. Indiana Ave.,Los Angeles,CA,90032,06,06037,Los Angeles County,11,34.068305,-118.193066,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
062271003207,0622710,Murchison Street Elementary,06,1501 Murchison St.,Los Angeles,CA,90033,06,06037,Los Angeles County,11,34.059823,-118.195972,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
062271003208,0622710,Napa Street Elementary,06,19010 Napa St.,Northridge,CA,91324,06,06037,Los Angeles County,11,34.225846,-118.546925,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
062271003209,0622710,Nathaniel Narbonne Senior High,06,24300 W.ern Ave.,Harbor City,CA,90710,06,06037,Los Angeles County,11,33.80372,-118.306576,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06066,06035,2019-2020
062271003210,0622710,Nestle Avenue Charter,06,5060 Nestle Ave.,Tarzana,CA,91356,06,06037,Los Angeles County,11,34.161944,-118.53061,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
062271003211,0622710,Nevada Avenue Elementary,06,22120 Chase St.,West Hills,CA,91304,06,06037,Los Angeles County,11,34.223865,-118.608191,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
062271003212,0622710,Nevin Avenue Elementary,06,1569 E. 32nd St.,Los Angeles,CA,90011,06,06037,Los Angeles County,11,34.01254,-118.246706,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06059,06033,2019-2020
062271003214,0622710,Harris Newmark Continuation,06,1575 W. Second St.,Los Angeles,CA,90026,06,06037,Los Angeles County,11,34.061536,-118.263282,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
062271003215,0622710,Florence Nightingale Middle,06,3311 N. Figueroa St.,Los Angeles,CA,90065,06,06037,Los Angeles County,11,34.087079,-118.218818,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
062271003216,0622710,Chester W. Nimitz Middle,06,6021 Carmelita Ave.,Huntington Park,CA,90255,06,06037,Los Angeles County,21,33.985815,-118.197247,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06053,06033,2019-2020
062271003218,0622710,Ninety-Fifth Street Elementary,06,1109 W. 96th St.,Los Angeles,CA,90044,06,06037,Los Angeles County,21,33.948993,-118.293987,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06059,06030,2019-2020
062271003219,0622710,Ninety-Ninth Street Elementary,06,9900 S. Wadsworth Ave.,Los Angeles,CA,90002,06,06037,Los Angeles County,11,33.946229,-118.257853,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
062271003220,0622710,Ninety-Second Street Elementary,06,9211 Grape St.,Los Angeles,CA,90002,06,06037,Los Angeles County,11,33.952761,-118.236663,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
062271003221,0622710,Charles W. Barrett Elementary,06,419 W. 98th St.,Los Angeles,CA,90003,06,06037,Los Angeles County,11,33.947768,-118.281088,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
062271003222,0622710,Ninety-Sixth Street Elementary,06,1471 E. 96th St.,Los Angeles,CA,90002,06,06037,Los Angeles County,11,33.949968,-118.248586,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
062271003223,0622710,Ninety-Third Street Elementary,06,330 E. 93rd St.,Los Angeles,CA,90003,06,06037,Los Angeles County,11,33.951436,-118.267612,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
062271003225,0622710,Alfred B. Nobel Charter Middle,06,9950 Tampa Ave.,Northridge,CA,91324,06,06037,Los Angeles County,11,34.251477,-118.553004,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
062271003227,0622710,Noble Avenue Elementary,06,8329 Noble Ave.,North Hills,CA,91343,06,06037,Los Angeles County,11,34.223038,-118.461837,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06046,06018,2019-2020
062271003228,0622710,Normandie Avenue Elementary,06,4505 S. Raymond Ave.,Los Angeles,CA,90037,06,06037,Los Angeles County,11,34.002894,-118.299152,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
062271003229,0622710,Normont Elementary,06,1001 W. 253rd St.,Harbor City,CA,90710,06,06037,Los Angeles County,11,33.794946,-118.293076,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06066,06035,2019-2020
062271003230,0622710,North Hollywood Senior High,06,5231 Colfax Ave.,North Hollywood,CA,91601,06,06037,Los Angeles County,11,34.165812,-118.388164,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06046,06018,2019-2020
062271003231,0622710,Northridge Middle,06,17960 Chase St.,Northridge,CA,91325,06,06037,Los Angeles County,11,34.22421,-118.524311,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06018,2019-2020
062271003232,0622710,Norwood Street Elementary,06,2020 Oak St.,Los Angeles,CA,90007,06,06037,Los Angeles County,11,34.03492,-118.278728,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
062271003233,0622710,O'Melveny Elementary,06,728 Woodworth St.,San Fernando,CA,91340,06,06037,Los Angeles County,21,34.275822,-118.445328,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
062271003235,0622710,Odyssey Continuation,06,8693 Dearborn Ave.,South Gate,CA,90280,06,06037,Los Angeles County,21,33.955283,-118.211231,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2019-2020
062271003236,0622710,Olive Vista Middle,06,14600 Tyler St.,Sylmar,CA,91342,06,06037,Los Angeles County,11,34.312203,-118.450559,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
062271003237,0622710,One Hundred Eighteenth Street,06,144 E. 118th St.,Los Angeles,CA,90061,06,06037,Los Angeles County,11,33.92632,-118.272166,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06030,2019-2020
062271003238,0622710,One Hundred Eighty-Sixth Street Elementary,06,1581 W. 186th St.,Gardena,CA,90248,06,06037,Los Angeles County,11,33.862239,-118.30609,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06035,2019-2020
062271003239,0622710,Lovelia P. Flournoy Elementary,06,1630 E. 111th St.,Los Angeles,CA,90059,06,06037,Los Angeles County,11,33.934235,-118.245205,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
062271003240,0622710,San Antonio Elementary,06,6222 State St.,Huntington Park,CA,90255,06,06037,Los Angeles County,21,33.983533,-118.211574,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06053,06033,2019-2020
062271003241,0622710,One Hundred Fifty-Sixth Street Elementary,06,2100 W. 156th St.,Gardena,CA,90249,06,06037,Los Angeles County,13,33.8889,-118.3165,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06066,06035,2019-2020
062271003242,0622710,One Hundred Fifty-Third Street,06,1605 W. 153rd St.,Gardena,CA,90247,06,06037,Los Angeles County,13,33.893644,-118.305516,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06066,06035,2019-2020
062271003243,0622710,One Hundred Ninth Street Elementary,06,10915 S. McKinley Ave.,Los Angeles,CA,90059,06,06037,Los Angeles County,11,33.936766,-118.261067,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
062271003244,0622710,Florence Griffith Joyner Elementary,06,1963 E. 103rd St.,Los Angeles,CA,90002,06,06037,Los Angeles County,11,33.943496,-118.237582,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
062271003246,0622710,One Hundred Seventh Street Elementary,06,147 E. 107th St.,Los Angeles,CA,90003,06,06037,Los Angeles County,11,33.939994,-118.272687,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
062271003248,0622710,One Hundred Sixteenth Street Elementary,06,11610 Stanford Ave.,Los Angeles,CA,90059,06,06037,Los Angeles County,11,33.928781,-118.261822,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
062271003249,0622710,One Hundred Thirty-Fifth Street Elementary,06,801 W. 135th St.,Gardena,CA,90247,06,06037,Los Angeles County,11,33.909442,-118.289573,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06035,2019-2020
062271003250,0622710,One Hundred Twelfth Street Elementary,06,1265 E. 112th St.,Los Angeles,CA,90059,06,06037,Los Angeles County,11,33.933448,-118.252587,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
062271003251,0622710,One Hundred Twenty-Second Street Elementary,06,405 E. 122nd St.,Los Angeles,CA,90061,06,06037,Los Angeles County,21,33.921686,-118.267222,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
062271003252,0622710,Open Charter Magnet,06,5540 W. 77th St.,Los Angeles,CA,90045,06,06037,Los Angeles County,11,33.968073,-118.377599,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06026,2019-2020
062271003254,0622710,Osceola Street Elementary,06,14940 Osceola St.,Sylmar,CA,91342,06,06037,Los Angeles County,11,34.290203,-118.456495,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
062271003256,0622710,Overland Avenue Elementary,06,10650 Ashby Ave.,Los Angeles,CA,90064,06,06037,Los Angeles County,11,34.038196,-118.421255,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
062271003257,0622710,Owensmouth Continuation,06,6921 Jordan Ave.,Canoga Park,CA,91303,06,06037,Los Angeles County,11,34.196428,-118.603125,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
062271003258,0622710,Oxnard Street Elementary,06,10912 Oxnard St.,North Hollywood,CA,91606,06,06037,Los Angeles County,11,34.179152,-118.368731,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
062271003260,0622710,Palisades Charter Elementary,06,800 Via de La Paz,Pacific Palisades,CA,90272,06,06037,Los Angeles County,11,34.0456,-118.5272,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06050,06026,2019-2020
062271003263,0622710,Pacoima Middle,06,9919 Laurel Canyon Blvd.,Pacoima,CA,91331,06,06037,Los Angeles County,11,34.2502,-118.424,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
062271003266,0622710,Palms Elementary,06,3520 Motor Ave.,Los Angeles,CA,90034,06,06037,Los Angeles County,11,34.02589,-118.407584,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
